DATA_YEAR,OFFENSE_ID,INCIDENT_ID,OFFENSE_TYPE_ID,LOCATION_NAME,OFFENSE_NAME
2020,154737991,128117519,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,154733390,128121752,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154738014,128117544,51,Parking/Drop Lot/Garage,Simple Assault
2020,154733419,128117557,45,Parking/Drop Lot/Garage,All Other Larceny
2020,154738068,128117611,14,Residence/Home,Theft From Motor Vehicle
2020,154738121,128121870,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,154738140,128117674,51,Specialty Store,Simple Assault
2020,154733561,128117674,5,Specialty Store,Destruction/Damage/Vandalism of Property
2020,154733597,128117703,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154738183,128121929,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,154733617,128121933,45,Residence/Home,All Other Larceny
2020,154733616,128121933,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,154733641,128121956,63,Other/Unknown,Identity Theft
2020,154738252,128117767,47,Restaurant,Theft From Building
2020,154733704,128122017,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154733760,128117846,51,Residence/Home,Simple Assault
2020,154733777,128117869,45,Residence/Home,All Other Larceny
2020,154733806,128122103,49,School/College,Burglary/Breaking & Entering
2020,154738389,128117900,49,Residence/Home,Burglary/Breaking & Entering
2020,154738393,128117905,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154738412,128117923,63,Residence/Home,Identity Theft
2020,154733872,128117930,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,154738449,128122200,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154738464,128117965,14,Residence/Home,Theft From Motor Vehicle
2020,154738476,128117975,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154738481,128117979,51,Residence/Home,Simple Assault
2020,154738491,128122235,45,Parking/Drop Lot/Garage,All Other Larceny
2020,154733948,128122235,11,Other/Unknown,Counterfeiting/Forgery
2020,154738523,128118024,5,Commercial/Office Building,Destruction/Damage/Vandalism of Property
2020,154734028,128118057,23,Specialty Store,Shoplifting
2020,154738564,128118068,14,Residence/Home,Theft From Motor Vehicle
2020,154738568,128122315,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154738589,128122334,49,Residence/Home,Burglary/Breaking & Entering
2020,154734070,128118097,49,Commercial/Office Building,Burglary/Breaking & Entering
2020,154734074,128118102,2,Residence/Home,False Pretenses/Swindle/Confidence Game
2020,154738611,128122352,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154734097,128122364,5,Construction Site,Destruction/Damage/Vandalism of Property
2020,154734115,128118134,23,Department/Discount Store,Shoplifting
2020,154734116,128118138,49,Residence/Home,Burglary/Breaking & Entering
2020,153512154,126958631,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,153512155,126958631,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,153512993,126959322,16,Parking/Drop Lot/Garage,Drug/Narcotic Violations
2020,153508810,126959354,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153508829,126959376,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,153513075,126959376,14,Residence/Home,Theft From Motor Vehicle
2020,153508835,126959381,16,Residence/Home,Drug/Narcotic Violations
2020,153513089,126959390,27,Residence/Home,Aggravated Assault
2020,153513119,126959411,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,153513124,126959414,51,Residence/Home,Simple Assault
2020,153513151,126955620,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,153513159,126955624,5,Drug Store/Doctor's Office/Hospital,Destruction/Damage/Vandalism of Property
2020,153508908,126955644,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153508907,126955644,14,Residence/Home,Theft From Motor Vehicle
2020,153513217,126959489,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153513252,126955672,51,Bar/Nightclub,Simple Assault
2020,153513341,126959609,23,Shopping Mall,Shoplifting
2020,153513384,126955749,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,153513603,126955874,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153513615,126955883,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,153513616,126955883,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,153509223,126955893,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,153509220,126955893,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,153509233,126955901,14,Residence/Home,Theft From Motor Vehicle
2020,153513704,126959890,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,153509280,126955931,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,153509279,126955931,51,Jail/Prison/Penitentiary/Corrections Facility,Simple Assault
2020,153513735,126959921,7,Service/Gas Station,Theft of Motor Vehicle Parts or Accessories
2020,153513837,126955990,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,153509356,126959996,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,153509355,126959996,39,Highway/Road/Alley/Street/Sidewalk,Weapon Law Violations
2020,153513923,126960048,39,Highway/Road/Alley/Street/Sidewalk,Weapon Law Violations
2020,153509430,126956055,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,153513966,126956062,5,Service/Gas Station,Destruction/Damage/Vandalism of Property
2020,153513993,126956080,7,Highway/Road/Alley/Street/Sidewalk,Theft of Motor Vehicle Parts or Accessories
2020,153514006,126956093,49,Construction Site,Burglary/Breaking & Entering
2020,153509473,126956093,5,Construction Site,Destruction/Damage/Vandalism of Property
2020,153509500,126961109,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,153514092,126960191,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,153509593,126960272,27,Residence/Home,Aggravated Assault
2020,153514209,126961204,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153514218,126960282,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,153514222,126961209,39,Parking/Drop Lot/Garage,Weapon Law Violations
2020,153514223,126960285,51,Residence/Home,Simple Assault
2020,153514225,126960289,51,Residence/Home,Simple Assault
2020,153514241,126961225,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153509621,126961225,47,Residence/Home,Theft From Building
2020,153514252,126960306,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153514277,126961250,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,153514278,126961250,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,153514331,126961288,49,Residence/Home,Burglary/Breaking & Entering
2020,153514455,126960464,49,Commercial/Office Building,Burglary/Breaking & Entering
2020,153509748,126960464,5,Commercial/Office Building,Destruction/Damage/Vandalism of Property
2020,153514462,126961349,63,Bank/Savings and Loan,Identity Theft
2020,153514468,126961353,51,Bar/Nightclub,Simple Assault
2020,153509789,126961377,51,Service/Gas Station,Simple Assault
2020,153509792,126961381,37,Department/Discount Store,Embezzlement
2020,153514536,126961399,47,Residence/Home,Theft From Building
2020,153509862,126960612,39,Residence/Home,Weapon Law Violations
2020,153509868,126961439,23,Convenience Store,Shoplifting
2020,153514620,126960619,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,153509879,126960630,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,153509885,126960640,5,School-Elementary/Secondary,Destruction/Damage/Vandalism of Property
2020,153514769,126961507,2,Gambling Facility/Casino/Race Track,False Pretenses/Swindle/Confidence Game
2020,153509963,126961514,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153514781,126961514,49,Residence/Home,Burglary/Breaking & Entering
2020,153514799,126961522,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153509980,126961525,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,153514868,126961546,47,Specialty Store,Theft From Building
2020,153510010,126961553,2,Convenience Store,False Pretenses/Swindle/Confidence Game
2020,153514902,126961559,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153514930,126961571,5,Commercial/Office Building,Destruction/Damage/Vandalism of Property
2020,153510063,126960921,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,153510074,126960933,45,Residence/Home,All Other Larceny
2020,153515037,126961601,45,Residence/Home,All Other Larceny
2020,153515056,126961606,16,Jail/Prison/Penitentiary/Corrections Facility,Drug/Narcotic Violations
2020,153515103,126961015,20,Parking/Drop Lot/Garage,Arson
2020,153510012,126960839,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153514927,126960879,63,Residence/Home,Identity Theft
2020,153510053,126961583,23,Convenience Store,Shoplifting
2020,153515046,126960971,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,153510097,126961613,27,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault
2020,153510109,126961012,20,Residence/Home,Arson
2020,153515108,126961629,5,School-Elementary/Secondary,Destruction/Damage/Vandalism of Property
2020,153515107,126961629,20,School-Elementary/Secondary,Arson
2020,154734119,128122391,51,Residence/Home,Simple Assault
2020,154734152,128118167,14,Residence/Home,Theft From Motor Vehicle
2020,154734165,128118182,14,Residence/Home,Theft From Motor Vehicle
2020,154738695,128118187,51,Hotel/Motel/Etc.,Simple Assault
2020,154734178,128118194,27,Highway/Road/Alley/Street/Sidewalk,Aggravated Assault
2020,154734185,128118199,47,Specialty Store,Theft From Building
2020,153508694,126955472,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,153512926,126959274,49,Commercial/Office Building,Burglary/Breaking & Entering
2020,153512928,126959274,5,Commercial/Office Building,Destruction/Damage/Vandalism of Property
2020,153512967,126955492,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,153512989,126959318,16,Parking/Drop Lot/Garage,Drug/Narcotic Violations
2020,153513025,126955536,23,Convenience Store,Shoplifting
2020,153513031,126955545,21,Residence/Home,Motor Vehicle Theft
2020,153508803,126955549,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,153508814,126959362,45,Construction Site,All Other Larceny
2020,153508839,126955582,51,Residence/Home,Simple Assault
2020,153513087,126959388,27,Residence/Home,Aggravated Assault
2020,153508845,126959392,7,Residence/Home,Theft of Motor Vehicle Parts or Accessories
2020,153508848,126955591,7,Residence/Home,Theft of Motor Vehicle Parts or Accessories
2020,153513120,126955604,14,Commercial/Office Building,Theft From Motor Vehicle
2020,154737385,128116973,51,Residence/Home,Simple Assault
2020,154737390,128116977,27,Other/Unknown,Aggravated Assault
2020,154737428,128117008,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154732677,128117009,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154737450,128117025,40,Parking/Drop Lot/Garage,Robbery
2020,154737463,128117034,14,Residence/Home,Theft From Motor Vehicle
2020,154737464,128117035,14,Residence/Home,Theft From Motor Vehicle
2020,154732710,128121173,45,Other/Unknown,All Other Larceny
2020,154732717,128117038,3,Residence/Home,Statutory Rape
2020,154732719,128117041,39,Residence/Home,Weapon Law Violations
2020,154732725,128117046,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,151641668,125185205,47,Residence/Home,Theft From Building
2020,151641683,125185215,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,151641693,125190052,51,Residence/Home,Simple Assault
2020,154732726,128117046,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,154737481,128117047,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,154732746,128117054,35,Highway/Road/Alley/Street/Sidewalk,Drug Equipment Violations
2020,154732745,128117054,7,Highway/Road/Alley/Street/Sidewalk,Theft of Motor Vehicle Parts or Accessories
2020,154737484,128121199,49,Commercial/Office Building,Burglary/Breaking & Entering
2020,154737486,128121199,45,Convenience Store,All Other Larceny
2020,154732748,128121199,37,Commercial/Office Building,Embezzlement
2020,154737485,128121199,11,Other/Unknown,Counterfeiting/Forgery
2020,154732753,128117061,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154732761,128121212,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154737499,128117068,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,154732788,128117075,2,Residence/Home,False Pretenses/Swindle/Confidence Game
2020,154732791,128117077,14,Residence/Home,Theft From Motor Vehicle
2020,154732794,128117077,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,154732792,128117077,21,Residence/Home,Motor Vehicle Theft
2020,154732796,128117079,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,154732801,128121246,47,Residence/Home,Theft From Building
2020,154737512,128117086,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,154737521,128117092,16,Parking/Drop Lot/Garage,Drug/Narcotic Violations
2020,154732846,128117107,47,Residence/Home,Theft From Building
2020,154732885,128117113,45,Other/Unknown,All Other Larceny
2020,154732896,128117117,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154737559,128121341,23,Drug Store/Doctor's Office/Hospital,Shoplifting
2020,154732912,128117122,63,Residence/Home,Identity Theft
2020,154732922,128117126,23,Department/Discount Store,Shoplifting
2020,154737565,128117128,47,Residence/Home,Theft From Building
2020,154732935,128117134,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154732941,128121374,14,Residence/Home,Theft From Motor Vehicle
2020,154737576,128121377,51,Residence/Home,Simple Assault
2020,154732947,128117140,51,Residence/Home,Simple Assault
2020,154737588,128117153,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154732964,128117155,23,Grocery/Supermarket,Shoplifting
2020,154737599,128117161,23,Department/Discount Store,Shoplifting
2020,154737600,128121400,23,Department/Discount Store,Shoplifting
2020,154737618,128117181,51,Residence/Home,Simple Assault
2020,154737625,128117196,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,154733004,128121418,45,Residence/Home,All Other Larceny
2020,154737633,128117198,26,Residence/Home,Extortion/Blackmail
2020,154733015,128117201,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154737638,128117203,45,Parking/Drop Lot/Garage,All Other Larceny
2020,154733022,128121436,2,Residence/Home,False Pretenses/Swindle/Confidence Game
2020,154737644,128117207,14,Residence/Home,Theft From Motor Vehicle
2020,154737650,128117211,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154733049,128117222,63,Residence/Home,Identity Theft
2020,154733056,128117230,49,Residence/Home,Burglary/Breaking & Entering
2020,154737681,128117241,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,154737690,128117249,47,Residence/Home,Theft From Building
2020,154733077,128117252,51,Grocery/Supermarket,Simple Assault
2020,154733107,128117287,7,Highway/Road/Alley/Street/Sidewalk,Theft of Motor Vehicle Parts or Accessories
2020,154733118,128121531,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,154737779,128121539,49,Residence/Home,Burglary/Breaking & Entering
2020,154737791,128117323,47,School/College,Theft From Building
2020,154733159,128121571,63,Other/Unknown,Identity Theft
2020,154737834,128117357,21,Residence/Home,Motor Vehicle Theft
2020,154737848,128121600,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154733204,128117386,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,154737863,128117392,23,Department/Discount Store,Shoplifting
2020,154737873,128121622,51,Residence/Home,Simple Assault
2020,154733230,128117409,23,Department/Discount Store,Shoplifting
2020,154737898,128117425,45,Department/Discount Store,All Other Larceny
2020,154737901,128121643,23,Liquor Store,Shoplifting
2020,154737903,128117433,45,Residence/Home,All Other Larceny
2020,154737908,128117440,14,Residence/Home,Theft From Motor Vehicle
2020,154737920,128117446,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,154733295,128117464,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154737943,128117469,47,Residence/Home,Theft From Building
2020,151088580,124705014,36,Residence/Home,Rape
2020,151088647,124705068,45,Other/Unknown,All Other Larceny
2020,151088648,124705068,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,151083347,124705107,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,151088717,124705129,21,Other/Unknown,Motor Vehicle Theft
2020,151088821,124705227,14,Residence/Home,Theft From Motor Vehicle
2020,151088846,124705253,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,151083526,124694993,49,Residence/Home,Burglary/Breaking & Entering
2020,151083528,124694993,45,Residence/Home,All Other Larceny
2020,151083540,124695004,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,151083548,124705299,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,151083561,124695018,51,Parking/Drop Lot/Garage,Simple Assault
2020,151083586,124705328,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,154733087,128121508,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154733093,128121509,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154733094,128121509,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154733101,128121519,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154737743,128121519,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,154737742,128121519,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154733130,128121543,45,Specialty Store,All Other Larceny
2020,154737797,128121554,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154737836,128121592,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154737840,128117371,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,154733194,128117376,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,154737855,128117385,45,Residence/Home,All Other Larceny
2020,154737875,128121627,23,Convenience Store,Shoplifting
2020,154737886,128117418,7,Parking/Drop Lot/Garage,Theft of Motor Vehicle Parts or Accessories
2020,154737889,128117420,23,Specialty Store,Shoplifting
2020,154737888,128117420,51,Specialty Store,Simple Assault
2020,154733260,128121651,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,154733271,128121661,14,Residence/Home,Theft From Motor Vehicle
2020,154733275,128121666,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,154733287,128121675,5,School/College,Destruction/Damage/Vandalism of Property
2020,154733294,128121681,14,Residence/Home,Theft From Motor Vehicle
2020,154733317,128121700,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,154733338,128117500,2,Residence/Home,False Pretenses/Swindle/Confidence Game
2020,154733363,128121733,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154737993,128121740,49,Residence/Home,Burglary/Breaking & Entering
2020,154738022,128121770,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,154733427,128121780,51,Residence/Home,Simple Assault
2020,154733448,128117588,45,Residence/Home,All Other Larceny
2020,154733462,128121811,23,Specialty Store,Shoplifting
2020,154738070,128121826,51,Highway/Road/Alley/Street/Sidewalk,Simple Assault
2020,154738077,128121831,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154733506,128121838,51,Residence/Home,Simple Assault
2020,154733522,128121856,11,Specialty Store,Counterfeiting/Forgery
2020,154733551,128121876,51,Residence/Home,Simple Assault
2020,154733554,128121879,14,Residence/Home,Theft From Motor Vehicle
2020,154733584,128117688,27,Residence/Home,Aggravated Assault
2020,154733592,128121911,51,Parking/Drop Lot/Garage,Simple Assault
2020,154733591,128121911,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,154733603,128117708,23,Convenience Store,Shoplifting
2020,154733628,128121946,63,Residence/Home,Identity Theft
2020,154738215,128121962,14,Residence/Home,Theft From Motor Vehicle
2020,154738231,128121982,47,Residence/Home,Theft From Building
2020,154733680,128121996,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,154738259,128122002,23,Drug Store/Doctor's Office/Hospital,Shoplifting
2020,154738265,128122008,5,Other/Unknown,Destruction/Damage/Vandalism of Property
2020,154733699,128122013,45,Residence/Home,All Other Larceny
2020,154738273,128117792,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
2020,154738288,128117805,49,Residence/Home,Burglary/Breaking & Entering
2020,154738299,128122039,51,Residence/Home,Simple Assault
2020,154738310,128122049,23,Specialty Store,Shoplifting
2020,154738325,128122060,51,Residence/Home,Simple Assault
2020,154738339,128117844,23,Drug Store/Doctor's Office/Hospital,Shoplifting
2020,154733782,128122086,45,Residence/Home,All Other Larceny
2020,154733869,128122159,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,154738420,128122164,51,Highway/Road/Alley/Street/Sidewalk,Simple Assault
2020,154733883,128117940,47,Parking/Drop Lot/Garage,Theft From Building
2020,154733886,128122179,45,Specialty Store,All Other Larceny
2020,154733887,128122179,41,Drug Store/Doctor's Office/Hospital,Credit Card/Automated Teller Machine Fraud
2020,154733892,128117943,49,Residence/Home,Burglary/Breaking & Entering
2020,154733900,128122188,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157032798,130133475,51,Residence/Home,Simple Assault
2020,157028421,130133487,5,Specialty Store,Destruction/Damage/Vandalism of Property
2020,157028441,130138128,17,Cyberspace,Wire Fraud
2020,157032831,130133509,23,Department/Discount Store,Shoplifting
2020,157028461,130133521,21,Service/Gas Station,Motor Vehicle Theft
2020,157032813,130133492,49,Residence/Home,Burglary/Breaking & Entering
2020,157028399,130133466,45,Residence/Home,All Other Larceny
2020,157028420,130133485,2,Residence/Home,False Pretenses/Swindle/Confidence Game
2020,157032824,130133504,23,Department/Discount Store,Shoplifting
2020,157028443,130138130,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157032845,130133520,49,Residence/Home,Burglary/Breaking & Entering
2020,157032788,130133467,63,Residence/Home,Identity Theft
2020,157028406,130133473,44,Residence/Home,Intimidation
2020,157028429,130138118,47,Government/Public Building,Theft From Building
2020,157032829,130133508,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157032827,130133508,14,Residence/Home,Theft From Motor Vehicle
2020,157028451,130133513,45,Residence/Home,All Other Larceny
2020,157028460,130133524,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,157028459,130133524,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,157896912,130916495,36,Residence/Home,Rape
2020,157896915,130916495,4,Residence/Home,Sexual Assault With An Object
2020,157896917,130916498,36,Residence/Home,Rape
2020,157896923,130916504,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,157896925,130916507,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,157894496,130910276,40,Highway/Road/Alley/Street/Sidewalk,Robbery
2020,157894498,130910278,27,Residence/Home,Aggravated Assault
2020,157894500,130910280,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,157894508,130910285,21,Residence/Home,Motor Vehicle Theft
2020,157894515,130916522,40,Highway/Road/Alley/Street/Sidewalk,Robbery
2020,157894569,130910343,47,Residence/Home,Theft From Building
2020,157896994,130916562,47,Government/Public Building,Theft From Building
2020,157894601,130916562,41,Department/Discount Store,Credit Card/Automated Teller Machine Fraud
2020,157897006,130916571,39,Parking/Drop Lot/Garage,Weapon Law Violations
2020,157897012,130916575,27,Residence/Home,Aggravated Assault
2020,157894646,130910412,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,157894652,130910416,40,Highway/Road/Alley/Street/Sidewalk,Robbery
2020,157894691,130910452,45,Residence/Home,All Other Larceny
2020,157897044,130910457,21,Highway/Road/Alley/Street/Sidewalk,Motor Vehicle Theft
2020,157894699,130910458,26,Residence/Home,Extortion/Blackmail
2020,157894709,130910468,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,157897053,130916614,27,Residence/Home,Aggravated Assault
2020,157894752,130910509,63,Other/Unknown,Identity Theft
2020,157897068,130916624,23,Convenience Store,Shoplifting
2020,157897071,130910520,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157894760,130910520,51,Residence/Home,Simple Assault
2020,157897076,130916630,23,Department/Discount Store,Shoplifting
2020,157897077,130916631,21,Parking/Drop Lot/Garage,Motor Vehicle Theft
2020,157897078,130916632,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157897102,130916650,51,Residence/Home,Simple Assault
2020,157897104,130916652,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,157897114,130910560,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,157894808,130916662,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,157894812,130916667,23,Department/Discount Store,Shoplifting
2020,157897118,130916669,49,Residence/Home,Burglary/Breaking & Entering
2020,157897121,130910580,7,Highway/Road/Alley/Street/Sidewalk,Theft of Motor Vehicle Parts or Accessories
2020,157897123,130910581,7,Commercial/Office Building,Theft of Motor Vehicle Parts or Accessories
2020,157897130,130916685,14,Residence/Home,Theft From Motor Vehicle
2020,157894844,130916686,49,Residence/Home,Burglary/Breaking & Entering
2020,157894847,130916688,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,157897132,130916689,14,Residence/Home,Theft From Motor Vehicle
2020,157897141,130916695,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,157897138,130916698,45,Highway/Road/Alley/Street/Sidewalk,All Other Larceny
2020,157897139,130916698,41,Other/Unknown,Credit Card/Automated Teller Machine Fraud
2020,157894863,130916704,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,157897155,130910614,27,Drug Store/Doctor's Office/Hospital,Aggravated Assault
2020,157897161,130916719,14,Parking/Drop Lot/Garage,Theft From Motor Vehicle
2020,157897163,130910632,51,Residence/Home,Simple Assault
2020,157897162,130910633,5,Parking/Drop Lot/Garage,Destruction/Damage/Vandalism of Property
2020,157894900,130910638,47,Residence/Home,Theft From Building
2020,157894898,130916722,23,Specialty Store,Shoplifting
2020,157894908,130916727,14,Residence/Home,Theft From Motor Vehicle
2020,157894907,130916727,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157894915,130916732,51,Residence/Home,Simple Assault
2020,157894917,130916733,35,Highway/Road/Alley/Street/Sidewalk,Drug Equipment Violations
2020,157897182,130916739,5,Highway/Road/Alley/Street/Sidewalk,Destruction/Damage/Vandalism of Property
2020,157897202,130910677,23,Department/Discount Store,Shoplifting
2020,157897198,130916746,16,Highway/Road/Alley/Street/Sidewalk,Drug/Narcotic Violations
2020,157894952,130916753,51,Residence/Home,Simple Assault
2020,157897209,130910694,49,Residence/Home,Burglary/Breaking & Entering
2020,157894995,130916784,14,Other/Unknown,Theft From Motor Vehicle
2020,157894992,130916784,7,Other/Unknown,Theft of Motor Vehicle Parts or Accessories
2020,157897231,130910733,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,157895023,130910747,5,Residence/Home,Destruction/Damage/Vandalism of Property
2020,157895024,130910747,45,Residence/Home,All Other Larceny
2020,157895028,130910752,14,Highway/Road/Alley/Street/Sidewalk,Theft From Motor Vehicle
2020,157897246,130910760,63,Other/Unknown,Identity Theft
2020,157895043,130916802,2,Other/Unknown,False Pretenses/Swindle/Confidence Game
