VICTIM_ID,INCIDENT_ID,VIC_AGE_NUM,VIC_SEX_CODE,VIC_ETHNICITY_NAME,VIC_RACE_DESC,VIC_AGE_CODE
145840250,132764392,NA,NA,NA,NA,NA
145837422,132767487,59,F,Unknown,White,AG
145840267,132764400,95,F,Unknown,Unknown,AG
145840272,132767490,NA,NA,NA,NA,NA
145840269,132767490,36,M,Unknown,Unknown,AG
145840289,132764415,84,F,Unknown,Unknown,AG
145840288,132764414,18,M,Hispanic or Latino,White,AG
145840297,132764422,42,M,Hispanic or Latino,Unknown,AG
145840296,132764421,27,M,Hispanic or Latino,White,AG
145837433,132767503,NA,NA,NA,NA,NA
145840315,132764434,55,F,Unknown,Unknown,AG
145837442,132764438,NA,NA,NA,NA,NA
145837443,132767511,NA,NA,NA,NA,NA
145840322,132764440,67,M,Unknown,Asian,AG
145840324,132764442,28,M,Hispanic or Latino,White,AG
145840327,132764447,41,M,Unknown,Unknown,AG
145840330,132764447,38,F,Unknown,Unknown,AG
145840341,132764453,25,M,Unknown,White,AG
145840336,132764453,25,F,Hispanic or Latino,White,AG
145840343,132764455,88,F,Unknown,Unknown,AG
145837459,132767528,NA,NA,NA,NA,NA
145840353,132764464,44,F,Unknown,Unknown,AG
145840359,132764468,21,M,Unknown,White,AG
145837467,132767536,53,U,Unknown,Unknown,AG
145837471,132767540,62,M,Not Hispanic or Latino,Black or African American,AG
145840364,132764474,23,F,Not Hispanic or Latino,White,AG
145840376,132764485,73,F,Unknown,White,AG
145840381,132764488,56,M,Not Hispanic or Latino,Black or African American,AG
145840388,132764496,34,M,Unknown,Unknown,AG
145840393,132764498,48,F,Hispanic or Latino,White,AG
145840395,132764500,29,F,Hispanic or Latino,Unknown,AG
145840400,132764504,50,M,Not Hispanic or Latino,Black or African American,AG
145840398,132764502,59,F,Unknown,Unknown,AG
145837492,132764509,30,M,Hispanic or Latino,Unknown,AG
145840406,132764511,27,M,Hispanic or Latino,White,AG
145837495,132767558,35,M,Unknown,Unknown,AG
145840409,132764513,46,F,Unknown,Unknown,AG
145840413,132767563,27,M,Hispanic or Latino,White,AG
145840420,132767567,62,F,Unknown,Unknown,AG
145840423,132764523,22,M,Hispanic or Latino,White,AG
145840424,132764524,40,M,Unknown,White,AG
145840429,132767574,63,F,Unknown,Unknown,AG
145840435,132764535,41,M,Unknown,Black or African American,AG
145840442,132764542,58,M,Unknown,White,AG
145840439,132767576,NA,NA,NA,NA,NA
145837519,132764551,NA,NA,NA,NA,NA
145837520,132764552,NA,NA,NA,NA,NA
145840465,132764558,26,M,Unknown,Black or African American,AG
145840469,132764558,28,M,Unknown,White,AG
145840470,132767587,NA,NA,NA,NA,NA
145840467,132764560,33,F,Unknown,Unknown,AG
145837525,132764560,42,M,Unknown,White,AG
145837522,132764560,NA,F,Hispanic or Latino,White,00
145837523,132764560,30,M,Not Hispanic or Latino,Asian,AG
145840471,132764559,48,F,Unknown,Unknown,AG
145840474,132764563,47,M,Unknown,Unknown,AG
145840482,132764570,53,M,Unknown,White,AG
145840492,132764578,83,F,Unknown,Unknown,AG
145837540,132767599,48,M,Unknown,White,AG
145840491,132764577,NA,NA,NA,NA,NA
145840490,132764577,NA,NA,NA,NA,NA
145840489,132764577,NA,NA,NA,NA,NA
145840488,132764577,NA,NA,NA,NA,NA
145840493,132764579,NA,NA,NA,NA,NA
145840496,132767601,34,M,Unknown,Unknown,AG
145840497,132764582,76,M,Unknown,Unknown,AG
145840499,132764584,NA,NA,NA,NA,NA
145840520,132764601,58,M,Unknown,White,AG
145840514,132764595,51,M,Hispanic or Latino,White,AG
145840518,132764600,24,M,Hispanic or Latino,White,AG
145840522,132764604,51,F,Not Hispanic or Latino,Black or African American,AG
145840521,132764602,36,M,Unknown,White,AG
145840530,132764611,17,F,Not Hispanic or Latino,Black or African American,AG
145837556,132767616,29,M,Unknown,Unknown,AG
145840535,132767617,51,F,Unknown,Black or African American,AG
145837555,132767613,NA,NA,NA,NA,NA
145840541,132767620,49,F,Unknown,Black or African American,AG
145837563,132764620,NA,NA,NA,NA,NA
145840543,132764623,NA,NA,NA,NA,NA
145837569,132767626,15,M,Not Hispanic or Latino,Black or African American,AG
145837571,132764629,NA,NA,NA,NA,NA
145840546,132764626,NA,NA,NA,NA,NA
145840548,132764630,NA,NA,NA,NA,NA
145840552,132764633,49,M,Hispanic or Latino,White,AG
145840557,132764637,2,M,Unknown,White,AG
145840555,132767631,24,F,Unknown,Unknown,AG
145840558,132764638,23,M,Unknown,Asian,AG
145837577,132767633,45,M,Unknown,Unknown,AG
145837581,132767637,30,M,Hispanic or Latino,White,AG
145837582,132767639,42,M,Hispanic or Latino,White,AG
145837584,132767640,43,F,Unknown,White,AG
145840563,132764642,27,M,Unknown,Unknown,AG
145837589,132764650,NA,NA,NA,NA,NA
145840572,132764651,44,M,Unknown,Unknown,AG
145840578,132764655,60,M,Unknown,White,AG
145837593,132767650,15,F,Hispanic or Latino,White,AG
145837594,132764657,40,F,Unknown,Black or African American,AG
145837599,132767658,79,M,Unknown,Unknown,AG
145840590,132764664,NA,NA,NA,NA,NA
145840613,132764676,37,F,Unknown,Unknown,AG
145840615,132764678,47,F,Unknown,Black or African American,AG
145657658,132614436,NA,NA,NA,NA,NA
145662528,132614458,25,F,Hispanic or Latino,White,AG
145662615,132614539,44,F,Hispanic or Latino,White,AG
145657788,132618468,39,M,Unknown,Black or African American,AG
145657801,132618476,29,F,Unknown,White,AG
145657803,132618476,35,F,Hispanic or Latino,White,AG
145657821,132618496,NA,NA,NA,NA,NA
145657820,132618496,NA,M,Unknown,Unknown,00
145657819,132618496,NA,M,Unknown,Unknown,00
145662777,132614674,63,F,Hispanic or Latino,White,AG
145657825,132614674,67,F,Unknown,White,AG
144314593,131402001,NA,NA,NA,NA,NA
144314675,131402073,24,M,Not Hispanic or Latino,White,AG
144314716,131402099,33,M,Not Hispanic or Latino,Black or African American,AG
144314719,131402103,NA,NA,NA,NA,NA
144314742,131400365,54,M,Not Hispanic or Latino,Black or African American,AG
144314797,131402171,28,M,NA,Asian,AG
144314815,131402186,NA,NA,NA,NA,NA
144314828,131400431,38,F,Not Hispanic or Latino,White,AG
144314836,131402206,54,F,Not Hispanic or Latino,Black or African American,AG
144314841,131402209,NA,NA,NA,NA,NA
144314851,131402218,38,F,Not Hispanic or Latino,Black or African American,AG
144318041,131400473,70,F,Not Hispanic or Latino,Black or African American,AG
144318060,131400493,29,M,Hispanic or Latino,White,AG
144314898,131400510,43,M,Not Hispanic or Latino,Black or African American,AG
144318100,131400527,21,M,NA,Black or African American,AG
145840617,132764681,37,F,Unknown,Asian,AG
145840618,132764682,19,M,Unknown,Unknown,AG
145840629,132764688,NA,NA,NA,NA,NA
145840635,132764691,31,F,Unknown,Unknown,AG
145840647,132764699,62,F,Hispanic or Latino,White,AG
145840646,132764698,32,M,Unknown,Unknown,AG
145840660,132764714,NA,NA,NA,NA,NA
145840670,132764722,28,F,Unknown,White,AG
145840669,132764721,NA,NA,NA,NA,NA
145837628,132767691,76,M,Not Hispanic or Latino,White,AG
145840674,132764727,20,M,Unknown,Unknown,AG
145840673,132764726,57,F,Hispanic or Latino,White,AG
145840679,132764734,NA,NA,NA,NA,NA
145837636,132764735,48,F,Unknown,Unknown,AG
145840681,132767696,NA,NA,NA,NA,NA
145837639,132764738,60,F,Unknown,Black or African American,AG
145837637,132767695,22,M,Not Hispanic or Latino,Asian,AG
145840693,132764747,56,F,Unknown,Black or African American,AG
145840706,132764759,NA,NA,NA,NA,NA
145840708,132764760,45,M,Unknown,Black or African American,AG
145837653,132767716,41,F,Unknown,Black or African American,AG
145837661,132767722,NA,NA,NA,NA,NA
145837662,132764784,NA,NA,NA,NA,NA
145840734,132764783,58,M,Not Hispanic or Latino,White,AG
145837663,132764791,35,F,Hispanic or Latino,White,AG
145837665,132764791,20,F,Hispanic or Latino,White,AG
145840747,132764791,16,M,Hispanic or Latino,White,AG
145840749,132767726,25,M,Unknown,White,AG
145840748,132764792,26,M,Unknown,Black or African American,AG
145840750,132764796,49,M,Not Hispanic or Latino,White,AG
145840762,132764805,44,F,Unknown,White,AG
145840773,132767735,21,M,Unknown,Black or African American,AG
145840775,132767735,19,F,Hispanic or Latino,White,AG
145837677,132764826,NA,NA,NA,NA,NA
145840791,132764829,51,F,Not Hispanic or Latino,White,AG
145837678,132767740,49,M,Unknown,Asian,AG
145840799,132767741,37,M,Unknown,Unknown,AG
145840809,132764842,NA,M,Unknown,Unknown,00
145840806,132764840,68,F,Not Hispanic or Latino,Black or African American,AG
145840811,132764846,29,M,Unknown,White,AG
145837688,132767746,26,F,Unknown,Unknown,AG
145840818,132764852,31,M,Unknown,White,AG
145840820,132767750,35,F,Unknown,Asian,AG
145840822,132764856,45,F,Unknown,White,AG
145840825,132764859,NA,NA,NA,NA,NA
145840830,132764865,25,M,Unknown,Unknown,AG
145840832,132764868,43,M,Unknown,Unknown,AG
145837700,132767757,NA,NA,NA,NA,NA
145840842,132764877,38,M,Unknown,Unknown,AG
145840848,132764881,67,M,Unknown,Black or African American,AG
145840854,132764885,15,F,Hispanic or Latino,White,AG
145840861,132764893,NA,NA,NA,NA,NA
145840860,132764892,47,F,Unknown,White,AG
145840869,132764901,44,M,Unknown,White,AG
145840870,132767767,NA,U,Unknown,Unknown,00
145840873,132767768,63,M,Unknown,Unknown,AG
145840874,132764904,58,F,Not Hispanic or Latino,Black or African American,AG
145840875,132764906,NA,NA,NA,NA,NA
145840877,132764908,NA,F,Unknown,Unknown,BB
145837714,132767771,52,F,Unknown,Unknown,AG
145840886,132764913,29,M,Unknown,White,AG
145840885,132764913,73,M,Unknown,Unknown,AG
145837723,132764915,21,M,Unknown,Asian,AG
145837739,132764927,40,F,Hispanic or Latino,White,AG
145837744,132767783,37,F,Unknown,Unknown,AG
145837743,132764932,27,F,Unknown,Unknown,AG
145840921,132764933,26,M,Hispanic or Latino,White,AG
145840926,132764939,NA,F,Not Hispanic or Latino,Black or African American,00
145837749,132767788,26,F,Unknown,Unknown,AG
145837751,132764941,46,F,Unknown,Unknown,AG
145840935,132764949,27,M,Not Hispanic or Latino,Black or African American,AG
145840936,132764949,NA,NA,NA,NA,NA
145837762,132767795,66,F,Unknown,White,AG
145837760,132764954,31,M,Unknown,White,AG
145837764,132764958,35,M,Hispanic or Latino,White,AG
145840941,132764959,38,F,Unknown,Black or African American,AG
145840944,132764962,25,F,Unknown,Black or African American,AG
145837767,132764963,NA,NA,NA,NA,NA
145840951,132764968,75,F,Unknown,White,AG
145840961,132764975,NA,NA,NA,NA,NA
145840957,132767802,58,M,Unknown,White,AG
145840958,132767802,55,F,Unknown,White,AG
145837775,132767804,65,F,Unknown,Unknown,AG
145837780,132767807,35,M,Unknown,Unknown,AG
145840968,132764984,NA,NA,NA,NA,NA
145840978,132764993,20,F,Unknown,Unknown,AG
145840977,132764991,28,F,Unknown,Unknown,AG
145837787,132764997,48,M,Unknown,Black or African American,AG
145840983,132767815,32,M,Unknown,Black or African American,AG
145837788,132764998,15,M,Unknown,Unknown,AG
145840996,132765009,51,F,Unknown,Black or African American,AG
145840995,132765009,42,F,Unknown,White,AG
145840998,132765009,48,F,Unknown,Unknown,AG
145840997,132765008,43,F,Unknown,Black or African American,AG
145841001,132765011,NA,NA,NA,NA,NA
145841003,132765013,NA,NA,NA,NA,NA
145837797,132765014,NA,NA,NA,NA,NA
145837799,132765018,NA,NA,NA,NA,NA
145841015,132765020,63,M,Unknown,Unknown,AG
145841024,132767833,71,M,Unknown,Black or African American,AG
145841028,132765030,37,F,Not Hispanic or Latino,Black or African American,AG
145841031,132765033,33,F,Unknown,Unknown,AG
145841038,132765039,43,M,Hispanic or Latino,White,AG
145837808,132765046,32,F,Hispanic or Latino,White,AG
145841048,132765048,37,M,Hispanic or Latino,Unknown,AG
145841051,132767842,NA,NA,NA,NA,NA
145841052,132765050,NA,NA,NA,NA,NA
145841058,132765056,70,F,Unknown,Black or African American,AG
145841061,132765060,58,M,Unknown,White,AG
145837831,132765073,54,F,Unknown,White,AG
145837833,132765074,43,F,Unknown,White,AG
145837838,132767861,NA,NA,NA,NA,NA
145841076,132767862,64,F,Unknown,Unknown,AG
145841086,132765086,86,M,Unknown,White,AG
145841098,132765094,NA,NA,NA,NA,NA
145841099,132765095,23,F,Not Hispanic or Latino,Black or African American,AG
145837845,132767866,75,F,Hispanic or Latino,White,AG
145837848,132765104,41,M,Unknown,Black or African American,AG
145837852,132767872,45,F,Unknown,White,AG
145837853,132767873,44,F,Unknown,Black or African American,AG
145841124,132765113,37,F,Unknown,Unknown,AG
145841132,132765120,68,M,Unknown,Unknown,AG
145841139,132765124,NA,NA,NA,NA,NA
145841140,132765125,NA,F,Unknown,Unknown,00
145841138,132765125,60,M,Unknown,White,AG
145841143,132765128,NA,NA,NA,NA,NA
145841149,132765133,NA,NA,NA,NA,NA
145657610,132618312,69,M,Not Hispanic or Latino,White,AG
145657611,132618312,67,F,Not Hispanic or Latino,White,AG
145657623,132618323,69,F,Unknown,Unknown,AG
145657635,132618333,38,F,Unknown,Unknown,AG
145657642,132618343,85,M,Unknown,Unknown,AG
145662499,132618356,NA,NA,NA,NA,NA
145662505,132618359,NA,NA,NA,NA,NA
145662522,132614455,79,M,Not Hispanic or Latino,White,AG
145657664,132614455,21,F,Not Hispanic or Latino,White,AG
145657668,132618367,69,F,Not Hispanic or Latino,White,AG
145657671,132614478,27,F,Unknown,Black or African American,AG
145662589,132614512,24,M,Hispanic or Latino,White,AG
145657715,132618408,94,F,Unknown,Unknown,AG
145657714,132618408,66,F,Unknown,White,AG
145657721,132618412,70,M,Unknown,White,AG
145662689,132618447,NA,M,Unknown,Asian,00
145662684,132618447,NA,F,Unknown,White,00
145657777,132618458,NA,U,Unknown,Unknown,00
145657805,132618478,53,F,Not Hispanic or Latino,Black or African American,AG
145662746,132618483,43,M,Hispanic or Latino,White,AG
145662756,132618488,NA,NA,NA,NA,NA
145662768,132614666,NA,NA,NA,NA,NA
145662774,132614671,31,F,Unknown,Black or African American,AG
146506040,133357239,NA,NA,NA,NA,NA
146506035,133355962,42,F,Not Hispanic or Latino,Black or African American,AG
146506036,133357236,68,F,Not Hispanic or Latino,Black or African American,AG
146508320,133357246,32,F,Not Hispanic or Latino,Black or African American,AG
146506066,133357264,34,M,Not Hispanic or Latino,Black or African American,AG
146506074,133357270,45,M,Not Hispanic or Latino,Black or African American,AG
146506075,133357271,38,M,Not Hispanic or Latino,Black or African American,AG
146506084,133357280,22,M,Not Hispanic or Latino,Black or African American,AG
146506085,133357281,28,M,Hispanic or Latino,Black or African American,AG
146506091,133357286,74,M,NA,White,AG
146506102,133357296,35,M,Hispanic or Latino,White,AG
146506104,133357298,NA,NA,NA,NA,NA
146506105,133356028,NA,NA,NA,NA,NA
146508374,133356029,NA,NA,NA,NA,NA
146508383,133356036,30,M,Not Hispanic or Latino,Black or African American,AG
146506111,133357308,NA,NA,NA,NA,NA
146506112,133357309,NA,NA,NA,NA,NA
146506114,133356044,34,M,Not Hispanic or Latino,Black or African American,AG
146506117,133357312,52,M,Not Hispanic or Latino,Black or African American,AG
146506120,133357316,55,M,Not Hispanic or Latino,Black or African American,AG
146508398,133357321,37,M,Hispanic or Latino,White,AG
146506135,133357333,26,F,Not Hispanic or Latino,Black or African American,AG
146508420,133357340,NA,NA,NA,NA,NA
146508428,133357345,21,F,Hispanic or Latino,White,AG
146506150,133357348,22,F,Not Hispanic or Latino,Black or African American,AG
146506149,133357347,37,F,Not Hispanic or Latino,Black or African American,AG
146508436,133356081,NA,NA,NA,NA,NA
146506160,133357357,23,M,Not Hispanic or Latino,Black or African American,AG
146506161,133357357,25,M,Not Hispanic or Latino,Black or African American,AG
144804421,131847429,57,F,Not Hispanic or Latino,White,AG
144781039,131847442,76,F,NA,Black or African American,AG
144804441,131847442,29,F,NA,Black or African American,AG
144804449,131847450,NA,NA,NA,NA,NA
144804468,131851193,32,F,Hispanic or Latino,White,AG
145661869,132613840,29,F,Not Hispanic or Latino,Black or African American,AG
143749740,130910240,48,M,Unknown,White,AG
143757940,130916493,NA,NA,NA,NA,NA
143757956,130916505,NA,NA,NA,NA,NA
143757957,130916505,NA,NA,NA,NA,NA
143757971,130916516,33,M,Unknown,Unknown,AG
143749930,130910420,32,M,Unknown,Black or African American,AG
143758055,130916588,66,M,Unknown,White,AG
143758065,130916599,NA,U,Unknown,Unknown,00
143758072,130916604,46,F,Unknown,Asian,AG
143758083,130916611,18,F,Unknown,White,AG
143749984,130916613,44,M,Not Hispanic or Latino,White,AG
143750045,130910517,29,M,Unknown,Black or African American,AG
143758099,130916628,NA,NA,NA,NA,NA
143750054,130910523,52,M,Unknown,White,AG
145661884,132613855,57,F,Unknown,Unknown,AG
145661892,132618062,NA,F,Hispanic or Latino,White,00
143758121,130916640,25,F,Unknown,Black or African American,AG
143750084,130916646,50,M,Unknown,White,AG
143758141,130916654,39,M,Not Hispanic or Latino,White,AG
143750089,130910558,42,F,Unknown,White,AG
143758163,130916679,NA,F,Unknown,White,00
143758164,130916679,27,M,Not Hispanic or Latino,Black or African American,AG
143758190,130916702,43,F,Unknown,Black or African American,AG
143758195,130916706,29,F,Unknown,Unknown,AG
143750148,130910610,66,F,Unknown,Unknown,AG
143750157,130916715,17,F,Hispanic or Latino,White,AG
143758203,130916715,23,M,Hispanic or Latino,White,AG
143750187,130916726,34,F,Unknown,White,AG
143750190,130916729,19,M,Unknown,White,AG
143758217,130916729,19,F,Unknown,White,AG
143750214,130910669,NA,NA,NA,NA,NA
143750243,130910696,38,F,Not Hispanic or Latino,White,AG
143750301,130910748,NA,NA,NA,NA,NA
143758300,130916798,NA,M,Unknown,Unknown,00
143750335,130910782,NA,NA,NA,NA,NA
143750340,130910786,NA,NA,NA,NA,NA
143750359,130910806,NA,NA,NA,NA,NA
143750367,130916828,NA,NA,NA,NA,NA
143758340,130916831,NA,M,Unknown,Unknown,00
143758343,130916833,20,M,Hispanic or Latino,White,AG
143758344,130916834,56,F,Hispanic or Latino,White,AG
143750396,130910841,NA,M,Unknown,White,00
143758359,130916847,NA,F,Unknown,White,00
145661913,132618088,NA,NA,NA,NA,NA
145657351,132613891,NA,NA,NA,NA,NA
143750441,130910889,81,F,Unknown,Unknown,AG
143750448,130910893,70,F,Not Hispanic or Latino,Black or African American,AG
143750476,130910917,NA,NA,NA,NA,NA
143750473,130910917,NA,F,Unknown,Unknown,00
143758412,130916888,21,F,Not Hispanic or Latino,Black or African American,AG
143750517,130916897,64,M,Unknown,Unknown,AG
143750524,130910961,NA,NA,NA,NA,NA
143758437,130916909,NA,NA,NA,NA,NA
143758447,130910981,48,M,Unknown,Unknown,AG
143750683,130911094,58,M,Unknown,White,AG
143750693,130916966,43,F,Unknown,Black or African American,AG
143750764,130921162,49,M,Not Hispanic or Latino,White,AG
143758570,130917042,73,M,Not Hispanic or Latino,White,AG
143750819,130917050,NA,NA,NA,NA,NA
143758589,130917054,29,F,Hispanic or Latino,White,AG
143758596,130921232,54,F,Unknown,Unknown,AG
143750861,130921253,44,M,Unknown,Unknown,AG
143750880,130921271,59,M,Not Hispanic or Latino,White,AG
143758655,130921292,50,F,Unknown,White,AG
143758671,130917133,15,F,Hispanic or Latino,White,AG
143750982,130921354,45,M,Unknown,Asian,AG
143758692,130917150,NA,NA,NA,NA,NA
143751104,130921468,NA,F,Unknown,Unknown,99
143751111,130921476,NA,NA,NA,NA,NA
143758739,130917194,NA,NA,NA,NA,NA
143758746,130917205,34,F,Unknown,White,AG
143751211,130917224,37,F,Hispanic or Latino,White,AG
143758791,130917243,28,M,Unknown,White,AG
143758803,130921640,36,F,Unknown,Unknown,AG
143751314,130917260,45,M,Hispanic or Latino,Unknown,AG
143758810,130917266,NA,NA,NA,NA,NA
143751352,130921678,14,M,Not Hispanic or Latino,White,AG
143758835,130917295,54,M,Hispanic or Latino,White,AG
143751402,130921720,50,M,Unknown,Unknown,AG
143758858,130917312,NA,NA,NA,NA,NA
143751440,130917317,64,M,Unknown,Black or African American,AG
143751447,130917320,29,M,Unknown,Unknown,AG
143751457,130917326,35,F,Unknown,White,AG
145662233,132614178,NA,NA,NA,NA,NA
145657489,132618220,38,F,Unknown,Unknown,AG
143758910,130917360,50,F,Unknown,White,AG
143758958,130917406,NA,NA,NA,NA,NA
143751659,130917415,36,F,Unknown,Asian,AG
143751673,130921962,NA,NA,NA,NA,NA
143758987,130917426,44,F,Unknown,White,AG
143758986,130917426,48,F,Not Hispanic or Latino,White,AG
143751675,130917426,38,M,Hispanic or Latino,White,AG
143758984,130917426,65,M,Unknown,White,AG
143751674,130917426,58,M,Not Hispanic or Latino,White,AG
143751678,130917426,53,M,Unknown,White,AG
143751676,130917426,53,F,Unknown,White,AG
143751677,130917426,NA,M,Unknown,White,00
145657518,132618240,42,F,Unknown,Unknown,AG
145662282,132614226,NA,NA,NA,NA,NA
145657526,132618248,62,F,Not Hispanic or Latino,Black or African American,AG
145657532,132618250,28,M,Unknown,Black or African American,AG
145657530,132618250,22,F,Unknown,Black or African American,AG
145657533,132618251,26,M,Unknown,Unknown,AG
145662305,132614253,NA,U,Unknown,Unknown,00
145657560,132618268,NA,NA,NA,NA,NA
145657564,132618269,34,F,Hispanic or Latino,White,AG
145662359,132618282,47,F,Unknown,Unknown,AG
145657602,132618300,49,F,Hispanic or Latino,White,AG
145662383,132614328,NA,NA,NA,NA,NA
145662382,132614328,NA,NA,NA,NA,NA
145657604,132618302,43,F,Unknown,Unknown,AG
145662409,132614349,NA,NA,NA,NA,NA
145662433,132614375,75,M,Unknown,Unknown,AG
145662435,132618326,NA,NA,NA,NA,NA
145657636,132618334,25,F,Unknown,Black or African American,AG
145657637,132618335,36,F,Not Hispanic or Latino,White,AG
145657639,132618337,31,M,Unknown,White,AG
145657638,132618337,32,F,Unknown,White,AG
145662474,132614409,48,F,Unknown,Unknown,AG
143758348,130916837,61,F,Not Hispanic or Latino,White,AG
143750389,130916838,NA,NA,NA,NA,NA
143758351,130916840,NA,NA,NA,NA,NA
143758353,130910845,18,F,Hispanic or Latino,White,AG
143758361,130916851,53,F,Unknown,Unknown,AG
143758380,130910887,37,F,Unknown,Unknown,AG
143750444,130916860,80,F,Unknown,Unknown,AG
143758389,130916869,35,M,Unknown,Unknown,AG
143758398,130916876,NA,NA,NA,NA,NA
143758407,130916883,54,M,Not Hispanic or Latino,Black or African American,AG
143750501,130910943,36,F,Unknown,White,AG
143758428,130916899,27,M,Unknown,White,AG
143750533,130910969,NA,NA,NA,NA,NA
143758458,130916934,NA,NA,NA,NA,NA
143750608,130911024,26,M,Unknown,White,AG
143750666,130911078,NA,NA,NA,NA,NA
143750680,130911091,46,F,Unknown,Unknown,AG
143758513,130916980,82,F,Unknown,Unknown,AG
143750743,130917004,70,M,Unknown,White,AG
143758538,130917008,NA,NA,NA,NA,NA
143750759,130921159,34,M,Unknown,Unknown,AG
143758566,130917038,37,F,Unknown,White,AG
143750827,130921222,57,F,Unknown,Unknown,AG
143758594,130917058,51,M,Unknown,Asian,AG
143758600,130917065,NA,NA,NA,NA,NA
143750852,130917072,71,M,Unknown,Unknown,AG
143750856,130921249,44,F,Unknown,White,AG
143750997,130917148,31,M,Not Hispanic or Latino,Black or African American,AG
143758714,130917168,NA,NA,NA,NA,NA
143751093,130921461,41,F,Hispanic or Latino,White,AG
143751137,130917196,NA,NA,NA,NA,NA
143751154,130917200,NA,NA,NA,NA,NA
143751157,130921515,37,M,Unknown,Black or African American,AG
143751159,130921515,NA,NA,NA,NA,NA
143751176,130921529,50,F,Unknown,White,AG
143751212,130921562,61,F,Not Hispanic or Latino,White,AG
143751223,130917228,NA,NA,NA,NA,NA
143758793,130917244,NA,NA,NA,NA,NA
143751298,130921635,52,M,Unknown,Unknown,AG
143751326,130921656,27,F,Unknown,Black or African American,AG
143758814,130917273,NA,NA,NA,NA,NA
143751349,130921673,34,F,Unknown,White,AG
143751355,130921681,49,F,Unknown,Unknown,AG
143758857,130917311,NA,NA,NA,NA,NA
143758862,130917314,49,F,Not Hispanic or Latino,Black or African American,AG
143758875,130921781,NA,NA,NA,NA,NA
143751479,130917336,29,M,Hispanic or Latino,White,AG
143758887,130917343,55,F,Unknown,Black or African American,AG
143751501,130921817,68,F,Unknown,White,AG
143758961,130917409,NA,NA,NA,NA,NA
143751667,130921955,NA,NA,NA,NA,NA
143759000,130917439,NA,NA,NA,NA,NA
143751693,130917439,47,M,Unknown,Black or African American,AG
143751711,130917450,NA,NA,NA,NA,NA
142884427,130133479,30,F,Not Hispanic or Latino,White,AG
142884447,130133497,60,F,NA,Black or African American,AG
134445772,122488516,24,F,Hispanic or Latino,White,AG
134445773,122488516,27,M,Unknown,White,AG
134445774,122488517,NA,NA,NA,NA,NA
134445775,122488518,17,F,Hispanic or Latino,White,AG
134445776,122488519,NA,NA,NA,NA,NA
134445777,122488520,46,F,Unknown,Black or African American,AG
134445779,122488522,28,F,Not Hispanic or Latino,Black or African American,AG
134445780,122488523,33,M,Unknown,Unknown,AG
134445781,122488524,29,F,Hispanic or Latino,White,AG
134445782,122488525,NA,NA,NA,NA,NA
134445783,122488526,NA,NA,NA,NA,NA
134445784,122488527,27,F,Unknown,Black or African American,AG
134445785,122488528,NA,NA,NA,NA,NA
134445786,122488529,NA,NA,NA,NA,NA
134445787,122488530,36,F,Unknown,Black or African American,AG
134445788,122488531,62,M,Unknown,White,AG
134445789,122488532,66,M,Hispanic or Latino,White,AG
134445790,122488533,NA,NA,NA,NA,NA
134445791,122488534,36,F,Unknown,Black or African American,AG
134445792,122488535,NA,NA,NA,NA,NA
134445794,122488536,29,F,Unknown,White,AG
134445793,122488536,35,M,Unknown,White,AG
134445795,122488537,30,M,Unknown,Asian,AG
134445796,122488538,NA,NA,NA,NA,NA
134445798,122488540,55,F,Unknown,White,AG
134445799,122488540,27,M,Unknown,White,AG
134445800,122488541,37,F,Unknown,Black or African American,AG
134445801,122488542,44,F,Unknown,White,AG
134445802,122488543,NA,NA,NA,NA,NA
134445804,122488545,NA,NA,NA,NA,NA
134445805,122488546,59,M,Unknown,Asian,AG
134445806,122488547,NA,NA,NA,NA,NA
134445807,122488548,51,F,Unknown,Black or African American,AG
134445808,122488549,NA,NA,NA,NA,NA
134445809,122488550,20,M,Hispanic or Latino,Unknown,AG
134445810,122488551,24,M,Not Hispanic or Latino,White,AG
143749911,130910399,NA,NA,NA,NA,NA
143749918,130910409,NA,NA,NA,NA,NA
143758241,130910673,29,F,Not Hispanic or Latino,Black or African American,AG
143750226,130910683,NA,NA,NA,NA,NA
143750329,130910777,57,M,Not Hispanic or Latino,White,AG
143750346,130910792,NA,NA,NA,NA,NA
143750354,130910801,75,M,Unknown,Unknown,AG
143750381,130910825,NA,NA,NA,NA,NA
143758355,130916843,NA,NA,NA,NA,NA
143750408,130916845,58,F,Unknown,Asian,AG
143750451,130910897,32,F,Unknown,Unknown,AG
143750459,130916873,NA,NA,NA,NA,NA
143750470,130910913,51,M,Unknown,Unknown,AG
143758405,130916880,41,M,Unknown,White,AG
143750497,130910939,NA,NA,NA,NA,NA
143750519,130910958,NA,NA,NA,NA,NA
143750544,130910974,NA,NA,NA,NA,NA
143750542,130910974,NA,NA,NA,NA,NA
143758456,130916933,38,M,Unknown,Black or African American,AG
143750584,130916935,31,M,Unknown,Unknown,AG
143750591,130911012,59,M,Unknown,White,AG
143750692,130921103,38,F,Unknown,Asian,AG
143758509,130921124,62,F,Unknown,White,AG
143758541,130917014,NA,NA,NA,NA,NA
143750773,130917017,NA,NA,NA,NA,NA
143750800,130921192,27,F,Hispanic or Latino,Unknown,AG
143758569,130917040,56,F,Unknown,Unknown,AG
143758580,130921210,3,M,Hispanic or Latino,White,AG
143758618,130921255,50,M,Unknown,Unknown,AG
