OFFENDER_ID,INCIDENT_ID,OFF_AGE_NUM,OFF_SEX_CODE,OFF_ETHNICITY_NAME,OFF_RACE_DESC,OFF_AGE_CODE
151540259,133357586,NA,U,Unknown,Unknown,00
151537752,133357603,NA,U,Unknown,Unknown,00
151540299,133361355,22,M,Not Hispanic or Latino,Black or African American,AG
151537784,133357634,19,F,Not Hispanic or Latino,Black or African American,AG
151540316,133361368,19,M,Not Hispanic or Latino,Black or African American,AG
151537801,133361379,22,M,Not Hispanic or Latino,Black or African American,AG
151540342,133357657,26,M,Not Hispanic or Latino,Black or African American,AG
151537832,133361409,20,M,Not Hispanic or Latino,Black or African American,AG
151540384,133357689,29,M,Not Hispanic or Latino,Black or African American,AG
151540392,133357700,NA,U,Unknown,Unknown,00
151540468,133361488,18,M,Not Hispanic or Latino,Black or African American,AG
151540470,133361488,18,F,Not Hispanic or Latino,Black or African American,AG
151540469,133361488,18,M,Not Hispanic or Latino,Black or African American,AG
151540482,133357742,25,M,Not Hispanic or Latino,Black or African American,AG
151540484,133357742,25,M,Not Hispanic or Latino,Black or African American,AG
151540480,133357742,21,M,Not Hispanic or Latino,Black or African American,AG
151537994,133357775,NA,U,Unknown,Unknown,00
151537999,133357780,NA,U,Unknown,Unknown,00
151538022,133357798,25,F,Not Hispanic or Latino,Black or African American,AG
151540559,133357805,NA,U,Unknown,Unknown,00
151538039,133361558,27,M,Not Hispanic or Latino,Black or African American,AG
151538082,133357844,45,M,Not Hispanic or Latino,Black or African American,AG
151538089,133357846,NA,U,Unknown,Unknown,00
151538097,133357854,NA,U,Unknown,Unknown,00
151538100,133361594,17,M,Not Hispanic or Latino,Black or African American,AG
151538099,133361594,17,M,Not Hispanic or Latino,Black or African American,AG
151540618,133357864,NA,M,Not Hispanic or Latino,Black or African American,00
151538109,133357864,NA,U,Unknown,Unknown,00
151538130,133357879,30,M,Unknown,Black or African American,AG
151538167,133357913,NA,U,Unknown,Unknown,00
151538184,133357922,NA,U,Unknown,Unknown,00
151540694,133361671,NA,U,Unknown,Unknown,00
151538207,133361680,NA,M,Not Hispanic or Latino,Black or African American,00
151538212,133361680,NA,F,Not Hispanic or Latino,Black or African American,00
151538210,133361680,NA,M,Not Hispanic or Latino,Black or African American,00
151538254,133357970,NA,M,Unknown,Black or African American,00
151538439,133358116,NA,U,Unknown,Unknown,00
151538488,133361868,NA,U,Unknown,Unknown,00
151538498,133358160,NA,U,Unknown,Unknown,00
151538586,133358233,34,F,Not Hispanic or Latino,Black or African American,AG
151538587,133358233,24,F,Hispanic or Latino,Black or African American,AG
151538619,133358264,30,M,Not Hispanic or Latino,Black or African American,AG
151538620,133358264,26,M,Not Hispanic or Latino,Black or African American,AG
151541022,133358272,53,M,Not Hispanic or Latino,Black or African American,AG
151541031,133358283,21,M,Hispanic or Latino,White,AG
151538649,133358291,NA,U,Unknown,Unknown,00
151538670,133362010,NA,U,Unknown,Unknown,00
151538683,133358313,NA,U,Unknown,Unknown,00
151541100,133358347,NA,U,Unknown,Unknown,00
150609786,132617425,71,M,NA,White,AG
150609832,132617448,NA,M,NA,White,00
150609831,132617448,NA,M,NA,White,99
150609833,132617448,NA,M,NA,Unknown,00
150609834,132617448,NA,M,NA,White,00
150609857,132617462,NA,U,NA,Unknown,00
150609858,132617462,30,M,NA,White,AG
150609861,132613202,NA,U,NA,Unknown,00
150616062,132617478,NA,U,NA,Unknown,00
150609923,132617497,49,M,NA,White,AG
150616124,132617537,NA,M,NA,Unknown,00
150609963,132617538,29,M,NA,Black or African American,AG
150619990,132617559,NA,M,NA,Black or African American,00
150619991,132617559,NA,M,NA,Black or African American,00
150619988,132617559,NA,F,NA,White,00
150620009,132617580,NA,NA,NA,NA,NA
150620011,132617582,22,M,NA,Black or African American,AG
150620012,132617582,38,F,NA,White,AG
150620016,132617584,NA,M,NA,Black or African American,00
150620026,132617593,NA,NA,NA,NA,NA
150616204,132617600,26,F,NA,White,AG
150620041,132617600,25,M,NA,Black or African American,AG
150620040,132617600,20,F,NA,Black or African American,AG
150620071,132617613,NA,NA,NA,NA,NA
150616227,132617616,20,M,NA,White,AG
150620088,132617622,27,M,NA,Black or African American,AG
150616253,132617630,NA,NA,NA,NA,NA
150620101,132617631,37,F,NA,Black or African American,AG
150616280,132617646,49,M,NA,White,AG
150620126,132617649,NA,M,NA,Unknown,00
150620125,132613358,52,F,NA,White,AG
150616285,132617653,NA,NA,NA,NA,NA
150620128,132617654,NA,U,NA,Unknown,00
150620151,132617663,NA,NA,NA,NA,NA
150620159,132617667,25,F,NA,Black or African American,AG
150620158,132617667,24,M,NA,Black or African American,AG
150620163,132617670,44,M,NA,White,AG
150620232,132617736,NA,NA,NA,NA,NA
150620241,132617740,24,M,NA,Black or African American,AG
150620250,132617752,NA,NA,NA,NA,NA
150620257,132617753,NA,NA,NA,NA,NA
150616411,132613462,NA,M,NA,Unknown,00
150616412,132613462,NA,M,NA,Unknown,00
150620263,132613464,NA,NA,NA,NA,NA
150616415,132617762,NA,NA,NA,NA,NA
150616431,132617777,NA,U,NA,Unknown,00
150616436,132617784,NA,NA,NA,NA,NA
150616440,132617787,NA,U,NA,Unknown,00
150616454,132613495,NA,NA,NA,NA,NA
150616461,132617800,NA,NA,NA,NA,NA
150620308,132613501,NA,NA,NA,NA,NA
150616469,132617810,NA,NA,NA,NA,NA
150620333,132617824,NA,NA,NA,NA,NA
150620338,132617828,NA,NA,NA,NA,NA
150620356,132617841,NA,NA,NA,NA,NA
150620365,132617849,NA,NA,NA,NA,NA
150616510,132613550,NA,NA,NA,NA,NA
150620384,132613554,NA,NA,NA,NA,NA
150616523,132617870,NA,NA,NA,NA,NA
150620401,132617875,NA,NA,NA,NA,NA
150616531,132617880,NA,NA,NA,NA,NA
150616557,132613595,NA,M,NA,Black or African American,00
150620429,132613595,NA,M,NA,Black or African American,00
150616560,132613595,NA,M,NA,Black or African American,00
150620435,132613600,NA,M,NA,Unknown,00
150620441,132613606,31,M,NA,Black or African American,AG
150620448,132613615,NA,U,NA,Unknown,00
150620453,132613624,NA,F,NA,Black or African American,00
150620458,132613630,NA,M,NA,Black or African American,00
150620471,132613656,NA,U,NA,Unknown,00
150616637,132617944,19,M,NA,White,AG
150616648,132613669,NA,NA,NA,NA,NA
150620483,132617952,28,M,NA,White,AG
150616659,132617955,NA,M,NA,Black or African American,00
150616682,132613701,NA,NA,NA,NA,NA
150620515,132617986,NA,NA,NA,NA,NA
150616720,132617990,NA,NA,NA,NA,NA
150616735,132613742,NA,U,NA,Unknown,00
150616769,132613782,26,M,NA,Black or African American,AG
150616774,132613788,NA,M,NA,White,00
150616773,132613788,NA,M,NA,White,00
150616786,132613801,NA,NA,NA,NA,NA
150620571,132613809,NA,NA,NA,NA,NA
150616810,132618033,NA,M,NA,Black or African American,00
150616809,132618033,NA,M,NA,Black or African American,00
150620579,132618033,NA,M,NA,Black or African American,00
150620580,132618033,NA,F,NA,Black or African American,00
150620600,132613840,NA,NA,NA,NA,NA
150620608,132613855,NA,NA,NA,NA,NA
150616855,132618062,19,M,NA,White,AG
150620640,132618088,NA,M,NA,Black or African American,00
150616894,132613891,NA,F,NA,Unknown,00
150617236,132614178,NA,NA,NA,NA,NA
150620776,132618220,NA,NA,NA,NA,NA
150617294,132614226,26,M,NA,White,AG
150617320,132618251,NA,NA,NA,NA,NA
150620809,132614253,NA,NA,NA,NA,NA
150617361,132618268,NA,M,NA,Black or African American,00
150617389,132618282,NA,NA,NA,NA,NA
150620860,132618300,NA,M,NA,Black or African American,00
150617411,132614328,28,M,NA,Black or African American,AG
150617455,132614375,NA,M,NA,Unknown,00
150620915,132618337,NA,NA,NA,NA,NA
150620934,132614436,57,M,NA,Black or African American,AG
150617544,132614458,33,M,NA,White,AG
150617635,132614539,36,M,NA,Black or African American,AG
150617764,132618468,NA,U,NA,Unknown,00
150621078,132618476,29,F,NA,White,AG
150617780,132618476,35,F,NA,White,AG
150617825,132618496,35,F,NA,White,AG
150617832,132614674,NA,NA,NA,NA,NA
150609859,132617463,29,F,NA,White,AG
150609860,132617463,27,M,NA,White,AG
150609888,132617479,46,M,NA,Unknown,AG
150609902,132617483,NA,NA,NA,NA,NA
150616079,132617487,NA,M,NA,Black or African American,00
150616082,132617487,NA,M,NA,Black or African American,00
150616080,132617487,NA,M,NA,Black or African American,00
150616078,132617487,NA,M,NA,Black or African American,00
150616083,132617487,NA,F,NA,Black or African American,00
150616084,132617487,NA,F,NA,Black or African American,00
150609914,132617493,NA,M,NA,Black or African American,00
150609926,132617498,NA,NA,NA,NA,NA
150609937,132617507,NA,NA,NA,NA,NA
150853781,132763764,38,F,NA,Black or African American,AG
150853782,132763764,38,M,NA,White,AG
150856152,132763798,52,M,NA,White,AG
150856185,132767058,23,M,NA,White,AG
150856186,132767058,23,M,NA,White,AG
150856230,132763844,47,M,NA,White,AG
150856229,132763844,NA,U,NA,Unknown,00
150856228,132763844,NA,U,NA,Unknown,00
150856286,132763882,NA,M,NA,Black or African American,00
150856284,132763882,NA,M,NA,Black or African American,00
150856288,132763882,20,M,NA,Black or African American,AG
150856287,132763882,NA,M,NA,Black or African American,00
150856298,132763895,NA,M,NA,Black or African American,00
150856300,132763895,NA,M,NA,Black or African American,00
150856299,132763895,NA,M,NA,Black or African American,00
152772001,134437099,NA,NA,NA,NA,NA
152772049,134437137,NA,NA,NA,NA,NA
152777409,134435842,NA,U,NA,Unknown,00
152772050,134437138,NA,NA,NA,NA,NA
152772063,134437144,16,F,NA,Black or African American,AG
152772060,134437144,NA,F,NA,Black or African American,00
152772058,134437144,35,F,NA,Black or African American,AG
152772061,134437144,16,F,NA,Black or African American,AG
152772062,134437144,16,F,NA,Black or African American,AG
152772059,134437144,NA,F,NA,Black or African American,00
152772081,134437159,NA,M,NA,Black or African American,00
152772080,134437159,NA,M,NA,Black or African American,00
152772088,134437163,NA,M,NA,Black or African American,00
152772090,134437164,NA,U,NA,Unknown,00
152772089,134437164,NA,U,NA,Unknown,00
152772095,134437168,33,F,NA,White,AG
152772093,134437168,NA,U,NA,Unknown,00
152772108,134435917,NA,M,NA,White,00
152777531,134437178,NA,NA,NA,NA,NA
152777533,134437179,20,M,NA,Black or African American,AG
152772118,134437181,NA,NA,NA,NA,NA
152772119,134437184,35,M,NA,White,AG
152777568,134437191,44,M,NA,White,AG
152777567,134437191,41,F,NA,White,AG
152777586,134435961,NA,U,NA,Unknown,00
152777809,134441134,NA,F,NA,White,00
152772366,134437408,NA,NA,NA,NA,NA
152772371,134441304,NA,NA,NA,NA,NA
152778060,134437427,28,M,NA,White,AG
152778305,134437639,NA,NA,NA,NA,NA
152772848,134437835,NA,NA,NA,NA,NA
152778761,134437996,NA,NA,NA,NA,NA
152778801,134438025,NA,NA,NA,NA,NA
152773151,134438108,NA,F,NA,Unknown,00
152773289,134442158,NA,M,NA,White,00
151690443,133480971,30,M,Not Hispanic or Latino,Black or African American,AG
151687961,133480992,NA,U,Unknown,Unknown,00
151687999,133481006,NA,M,Unknown,Black or African American,00
151688025,133486590,60,M,Not Hispanic or Latino,White,AG
151688060,133481058,30,U,Unknown,Unknown,AG
150856093,132767023,NA,U,NA,Unknown,00
150856142,132767042,NA,M,NA,Black or African American,00
150856143,132767042,35,M,NA,Black or African American,AG
150856155,132763799,33,M,NA,Black or African American,AG
150856163,132763804,NA,NA,NA,NA,NA
150856217,132763838,42,F,NA,White,AG
144572433,127207506,NA,U,Unknown,Unknown,00
144572434,127207506,NA,U,Unknown,Unknown,00
144572436,127207506,NA,U,Unknown,Unknown,00
144572452,127207515,23,M,Not Hispanic or Latino,Black or African American,AG
144572482,127207538,NA,U,Unknown,Unknown,00
144572483,127207539,NA,U,Unknown,Unknown,00
144572498,127207552,18,M,Unknown,Unknown,AG
144576746,127207557,30,F,Not Hispanic or Latino,Black or African American,AG
144576757,127207560,44,M,Unknown,White,AG
144572583,127207625,NA,U,Unknown,Unknown,00
144576879,127199399,NA,U,Unknown,Unknown,00
144572642,127199436,NA,U,Unknown,Unknown,00
144572652,127199447,25,M,Not Hispanic or Latino,Black or African American,AG
144576927,127207692,NA,U,Unknown,Unknown,00
144576932,127207696,NA,U,Unknown,Unknown,00
144572683,127207708,NA,U,Unknown,Unknown,00
144576948,127207719,NA,M,Not Hispanic or Latino,Black or African American,00
144572700,127207723,25,M,Unknown,Black or African American,AG
144572699,127207723,23,M,Hispanic or Latino,White,AG
144572701,127207723,25,M,Unknown,Black or African American,AG
144576955,127207726,25,M,Unknown,Black or African American,AG
144575987,127207151,17,M,Not Hispanic or Latino,Black or African American,AG
144572064,127207166,NA,U,Unknown,Unknown,00
144576087,127198747,NA,U,Unknown,Unknown,00
144576116,127207224,NA,U,Unknown,Unknown,00
144576129,127198783,NA,U,Unknown,Unknown,00
144572139,127207231,NA,U,Unknown,Unknown,00
144576211,127198842,NA,M,Hispanic or Latino,White,00
144576219,127198849,NA,U,Unknown,Unknown,00
144576249,127207315,NA,U,Unknown,Unknown,00
144576274,127198894,NA,U,Unknown,Unknown,00
144572239,127207344,17,M,Not Hispanic or Latino,Black or African American,AG
144576291,127207347,32,F,Not Hispanic or Latino,Black or African American,AG
144572253,127207355,NA,U,Unknown,Unknown,00
144576299,127207359,NA,M,Unknown,Black or African American,00
144572261,127207363,NA,U,Unknown,Unknown,00
144572274,127207376,NA,M,Hispanic or Latino,White,00
144576327,127207384,24,F,Not Hispanic or Latino,Black or African American,AG
144572298,127207391,NA,U,Unknown,Unknown,00
144576360,127207397,52,M,Not Hispanic or Latino,Black or African American,AG
144572326,127207413,19,M,Unknown,Black or African American,AG
144576496,127199089,NA,U,Unknown,Unknown,00
144572403,127199115,NA,U,Unknown,Unknown,00
144572404,127199115,NA,U,Unknown,Unknown,00
144576594,127207500,NA,U,Unknown,Unknown,00
144572439,127207511,47,M,Not Hispanic or Latino,Black or African American,AG
144572474,127207532,31,M,Not Hispanic or Latino,Black or African American,AG
144572509,127207564,22,M,Hispanic or Latino,Black or African American,AG
144572508,127207564,26,M,Not Hispanic or Latino,Black or African American,AG
144572516,127207569,60,M,Not Hispanic or Latino,Black or African American,AG
144576826,127207589,NA,U,Unknown,Unknown,00
144576869,127199396,NA,U,Unknown,Unknown,00
144572585,127207623,NA,U,Unknown,Unknown,00
144576873,127207629,NA,M,Not Hispanic or Latino,Black or African American,00
144572600,127207642,NA,U,Unknown,Unknown,00
144576891,127199411,NA,U,Not Hispanic or Latino,Unknown,00
144572608,127199416,NA,U,Unknown,Unknown,00
144576902,127199426,NA,U,Unknown,Unknown,00
144572657,127207693,NA,U,Unknown,Unknown,00
144572671,127207700,NA,U,Unknown,Unknown,00
144572676,127199462,40,M,Not Hispanic or Latino,Black or African American,AG
144572686,127207710,30,F,Not Hispanic or Latino,Black or African American,AG
144572690,127199468,NA,U,Unknown,Unknown,00
144572702,127207722,NA,U,Unknown,Unknown,00
144572706,127207729,NA,U,Unknown,Unknown,00
144572723,127207745,NA,U,Unknown,Unknown,00
144577054,127207768,NA,U,Unknown,Unknown,00
144572759,127207780,29,M,Not Hispanic or Latino,Black or African American,AG
144572786,127199651,25,M,Unknown,Black or African American,AG
144577184,127207803,30,M,Not Hispanic or Latino,Black or African American,AG
144577205,127199690,NA,U,Unknown,Unknown,00
144572837,127207842,NA,F,Unknown,Unknown,00
144572848,127207854,32,M,Not Hispanic or Latino,Black or African American,AG
144572853,127207856,NA,U,Unknown,Unknown,00
144577361,127199828,NA,U,Unknown,Unknown,00
144572897,127207895,39,M,Not Hispanic or Latino,Black or African American,AG
144572916,127207908,NA,U,Unknown,Unknown,00
144573056,127208022,NA,U,Unknown,Unknown,00
144573090,127200203,NA,U,Unknown,Unknown,00
144577950,127208094,NA,U,Unknown,Unknown,00
144573163,127208106,NA,M,Not Hispanic or Latino,Black or African American,00
144573164,127208106,NA,F,Not Hispanic or Latino,Black or African American,00
144577996,127200361,NA,U,Unknown,Unknown,00
144578012,127208128,NA,U,Unknown,Unknown,00
144578062,127208149,NA,U,Unknown,Unknown,00
144578078,127208161,35,M,Unknown,Black or African American,AG
144578182,127208217,NA,M,Unknown,Black or African American,00
144572073,127207174,NA,U,Unknown,Unknown,00
144572096,127207191,NA,U,Unknown,Unknown,00
144576065,127207194,NA,U,Unknown,Unknown,00
144572105,127207198,NA,U,Unknown,Unknown,00
144576091,127198749,18,M,Hispanic or Latino,White,AG
144576102,127207215,35,M,Hispanic or Latino,White,AG
144576110,127207218,NA,U,Unknown,Unknown,00
144572140,127207232,NA,U,Unknown,Unknown,00
144572145,127207239,NA,U,Unknown,Unknown,00
144576165,127207250,NA,U,Unknown,Unknown,00
144572151,127207250,NA,U,Unknown,Unknown,00
144572153,127198810,NA,U,Unknown,Unknown,00
144576198,127198829,NA,U,Unknown,Unknown,00
144572182,127198846,NA,U,Unknown,Unknown,00
144576255,127207320,NA,U,Unknown,Unknown,00
144572225,127207331,NA,M,Not Hispanic or Latino,Black or African American,00
144572232,127207336,18,M,Hispanic or Latino,White,AG
144572260,127207361,31,M,Hispanic or Latino,White,AG
144576325,127207379,NA,U,Unknown,Unknown,00
144572305,127207395,26,M,Not Hispanic or Latino,Black or African American,AG
144576352,127207395,27,M,Not Hispanic or Latino,Black or African American,AG
144572342,127207424,42,M,Not Hispanic or Latino,Black or African American,AG
144572356,127207438,NA,U,Unknown,Unknown,00
144572360,127207442,25,M,Not Hispanic or Latino,Black or African American,AG
144572359,127207442,25,M,Not Hispanic or Latino,Black or African American,AG
144572365,127207443,NA,U,Unknown,Unknown,00
144572371,127207448,NA,U,Unknown,Unknown,00
144576521,127199105,NA,U,Unknown,Unknown,00
144572412,127207482,NA,U,Unknown,Unknown,00
144572411,127207482,NA,U,Unknown,Unknown,00
144572416,127207487,NA,U,Unknown,Unknown,00
144572428,127207503,NA,U,Unknown,Unknown,00
144576613,127207513,NA,U,Unknown,Unknown,00
144572510,127207565,NA,U,Unknown,Unknown,00
144572523,127207577,27,M,Unknown,Black or African American,AG
144572524,127207577,27,M,Unknown,Black or African American,AG
144576815,127199352,NA,U,Unknown,Unknown,00
144576842,127207599,NA,U,Unknown,Unknown,00
144572586,127207622,NA,U,Unknown,Unknown,00
144576881,127207632,NA,U,Unknown,Unknown,00
144576889,127207645,39,M,Not Hispanic or Latino,Black or African American,AG
144572620,127207657,NA,U,Unknown,Unknown,00
144572631,127207669,NA,M,Not Hispanic or Latino,Black or African American,00
144576911,127207675,20,M,Unknown,Black or African American,AG
144576913,127207675,20,M,Unknown,Black or African American,AG
144576910,127207675,20,M,Unknown,Black or African American,AG
144572633,127207675,22,F,Not Hispanic or Latino,Black or African American,AG
144577029,127207757,NA,U,Unknown,Unknown,00
144572742,127207765,NA,M,Unknown,Black or African American,00
144577087,127207773,NA,U,Unknown,Unknown,00
144577099,127207781,NA,U,Unknown,Unknown,00
144572767,127199623,NA,M,Unknown,Black or African American,00
144572784,127207796,NA,U,Unknown,Unknown,00
144572804,127207817,NA,U,Unknown,Unknown,00
144572820,127207831,NA,U,Unknown,Unknown,00
144577285,127207840,NA,U,Unknown,Unknown,00
144577314,127199785,38,F,Hispanic or Latino,White,AG
144577313,127199785,34,M,Hispanic or Latino,White,AG
144577312,127199785,31,M,Hispanic or Latino,White,AG
144572857,127207860,NA,U,Unknown,Unknown,00
144572862,127207865,35,M,Unknown,Black or African American,AG
144572875,127207875,NA,U,Unknown,Unknown,00
144572898,127199871,NA,U,Unknown,Unknown,00
144577410,127199876,28,F,Not Hispanic or Latino,Black or African American,AG
144577408,127199876,32,M,Not Hispanic or Latino,Black or African American,AG
144572934,127207925,NA,U,Unknown,Unknown,00
144577516,127207934,NA,U,Unknown,Unknown,00
144572959,127207941,40,M,Not Hispanic or Latino,Black or African American,AG
144572969,127207949,15,M,Hispanic or Latino,White,AG
144572970,127207949,9,M,Hispanic or Latino,White,AG
144577582,127200023,33,M,Hispanic or Latino,White,AG
144573009,127207976,25,M,Not Hispanic or Latino,Black or African American,AG
144577634,127200068,34,M,Not Hispanic or Latino,Black or African American,AG
144577705,127207994,31,M,Not Hispanic or Latino,Black or African American,AG
144577704,127207994,46,M,Not Hispanic or Latino,Black or African American,AG
144573049,127208013,18,M,Not Hispanic or Latino,Black or African American,AG
144573088,127200200,NA,U,Unknown,Unknown,00
144573094,127208042,25,F,Not Hispanic or Latino,Black or African American,AG
144577853,127208048,NA,U,Unknown,Unknown,00
144573102,127208051,41,M,Not Hispanic or Latino,Black or African American,AG
144573113,127208061,NA,U,Unknown,Unknown,00
144573155,127208095,38,M,Not Hispanic or Latino,Black or African American,AG
144573170,127208110,NA,U,Unknown,Unknown,00
144578004,127200362,NA,U,Unknown,Unknown,00
144578013,127208129,NA,U,Unknown,Unknown,00
144573201,127208131,NA,U,Unknown,Unknown,00
144573219,127208144,NA,M,Not Hispanic or Latino,Black or African American,00
144573235,127208162,NA,U,Unknown,Unknown,00
144578133,127208188,NA,U,Unknown,Unknown,00
144573284,127200494,NA,U,Unknown,Unknown,00
144578210,127208230,NA,U,Unknown,Unknown,00
144573309,127200523,NA,U,Unknown,Unknown,00
144572727,127207749,NA,U,Unknown,Unknown,00
144572755,127207777,25,F,Not Hispanic or Latino,Black or African American,AG
144577151,127199647,15,M,Unknown,Black or African American,AG
144577204,127207811,NA,U,Unknown,Unknown,00
144577229,127207823,NA,U,Unknown,Unknown,00
144577237,127207827,NA,U,Unknown,Unknown,00
144577347,127199815,NA,U,Unknown,Unknown,00
144577367,127207871,NA,U,Unknown,Unknown,00
144572883,127199843,18,M,Unknown,Unknown,AG
144577391,127207890,NA,U,Unknown,Unknown,00
144572910,127207905,NA,U,Unknown,Unknown,00
144572933,127207924,NA,M,Not Hispanic or Latino,Black or African American,00
144572932,127207924,NA,M,Not Hispanic or Latino,Black or African American,00
144572955,127199969,NA,U,Unknown,Unknown,00
144577645,127207980,25,F,Not Hispanic or Latino,Black or African American,AG
144573015,127207983,23,M,Hispanic or Latino,White,AG
144577768,127200149,33,M,Not Hispanic or Latino,Black or African American,AG
144577769,127200149,21,M,Not Hispanic or Latino,Black or African American,AG
144577799,127208029,NA,F,Unknown,Unknown,00
144573084,127208036,NA,U,Unknown,Unknown,00
144573100,127208047,22,M,Not Hispanic or Latino,Black or African American,AG
144573118,127208069,NA,U,Unknown,Unknown,00
144573146,127208087,48,M,Hispanic or Latino,White,AG
144578081,127208167,NA,U,Unknown,Unknown,00
144578087,127208173,NA,U,Unknown,Unknown,00
142427697,125185203,NA,U,Unknown,Unknown,00
142427717,125190041,NA,M,Unknown,White,00
142427727,125190053,NA,M,Not Hispanic or Latino,Black or African American,00
142423675,125190053,NA,M,Unknown,Black or African American,00
143783803,126506116,NA,U,Unknown,Unknown,00
143779774,126500691,15,M,Hispanic or Latino,White,AG
143783812,126500691,33,M,Hispanic or Latino,White,AG
143779795,126500705,NA,U,Unknown,Unknown,00
143779818,126506153,NA,U,Unknown,Unknown,00
143779762,126506103,40,M,Hispanic or Latino,White,AG
143779782,126506123,NA,U,Unknown,Unknown,00
143779767,126506109,NA,U,Unknown,Unknown,00
147554785,129984051,NA,NA,NA,NA,NA
147554798,129984063,NA,F,NA,Black or African American,00
147554808,129984074,25,M,NA,White,AG
147554828,129984096,NA,NA,NA,NA,NA
147554842,129984103,47,M,NA,Unknown,AG
147554916,129984164,NA,U,NA,Unknown,00
147554927,129980711,NA,NA,NA,NA,NA
147554935,129984180,26,F,NA,Asian,AG
147554958,129984198,NA,NA,NA,NA,NA
147554962,129984202,NA,NA,NA,NA,NA
147559970,129984208,NA,M,NA,Black or African American,00
147559991,129984225,NA,NA,NA,NA,NA
147560045,129984271,52,M,NA,White,AG
147560101,129984318,NA,NA,NA,NA,NA
147560127,129984342,NA,NA,NA,NA,NA
147558071,129980789,NA,NA,NA,NA,NA
147560193,129980792,NA,NA,NA,NA,NA
147558090,129984428,NA,M,NA,Unknown,00
147560218,129984428,NA,M,NA,Unknown,00
147558096,129984442,NA,NA,NA,NA,NA
147560270,129984462,NA,NA,NA,NA,NA
147560327,129984509,NA,NA,NA,NA,NA
147560361,129984530,NA,NA,NA,NA,NA
147560377,129980848,NA,NA,NA,NA,NA
147560434,129980868,29,M,NA,Black or African American,AG
147560448,129984604,29,M,NA,White,AG
147560478,129980884,17,M,NA,Black or African American,AG
147560475,129980884,20,M,NA,Black or African American,AG
147560476,129980884,25,M,NA,Black or African American,AG
147558181,129984643,NA,NA,NA,NA,NA
147560590,129980916,NA,F,NA,Asian,00
147560612,129984753,NA,U,NA,Unknown,00
147560627,129984773,NA,M,NA,Black or African American,00
147560626,129984773,NA,M,NA,Black or African American,00
147560644,129984787,NA,NA,NA,NA,NA
147560658,129984802,NA,NA,NA,NA,NA
147560671,129984814,NA,NA,NA,NA,NA
147558258,129984871,24,F,NA,White,AG
147558294,129980978,NA,M,NA,Black or African American,00
143779755,126506101,NA,M,Hispanic or Latino,Unknown,00
143783816,126500693,40,M,Not Hispanic or Latino,Black or African American,AG
143783843,126500711,NA,U,Unknown,Unknown,00
143779754,126506101,27,F,Hispanic or Latino,Unknown,AG
151687944,133480979,NA,M,Not Hispanic or Latino,Black or African American,00
151690467,133486535,NA,M,Unknown,Unknown,00
147554200,129983579,NA,M,NA,Black or African American,00
147554240,129983602,24,M,NA,Black or African American,AG
147554266,129983625,29,M,NA,Black or African American,AG
147554502,129983801,NA,M,NA,Black or African American,00
147557885,129983876,NA,NA,NA,NA,NA
147554590,129980648,37,M,NA,White,AG
147554591,129983885,NA,NA,NA,NA,NA
147557898,129980651,NA,NA,NA,NA,NA
147554618,129983902,NA,M,NA,Unknown,00
147554617,129983902,NA,M,NA,Unknown,00
147554624,129983905,NA,M,NA,Unknown,00
147554630,129983915,NA,U,NA,Unknown,00
147554635,129983922,43,M,NA,White,AG
147557925,129983941,NA,U,NA,Unknown,00
147554669,129983951,NA,NA,NA,NA,NA
147554693,129983971,NA,NA,NA,NA,NA
147554697,129983974,NA,NA,NA,NA,NA
147554700,129983976,NA,U,NA,Unknown,00
147554718,129983994,NA,U,NA,Unknown,00
147554725,129984000,NA,NA,NA,NA,NA
147557946,129984008,NA,NA,NA,NA,NA
147554741,129984012,NA,NA,NA,NA,NA
147557948,129980679,NA,NA,NA,NA,NA
147554756,129984025,NA,M,NA,Black or African American,00
147554760,129984025,NA,F,NA,Black or African American,00
147554761,129984027,NA,U,NA,Unknown,00
147554766,129984029,NA,M,NA,White,00
147554765,129984029,NA,M,NA,Unknown,00
142423633,125185193,NA,U,Unknown,Unknown,00
144286671,126958629,NA,M,Not Hispanic or Latino,Black or African American,00
144283531,126958629,NA,U,Unknown,Unknown,00
144283575,126958661,NA,U,Unknown,Unknown,00
144286699,126955078,NA,U,Unknown,Unknown,00
144283582,126955081,NA,U,Unknown,Unknown,00
144283591,126958681,NA,U,Unknown,Unknown,00
144286714,126955087,19,M,Not Hispanic or Latino,Black or African American,AG
144286721,126955092,30,M,Unknown,Black or African American,AG
144286720,126955092,25,M,Not Hispanic or Latino,Black or African American,AG
144286726,126958701,NA,U,Unknown,Unknown,00
144286743,126958722,NA,U,Unknown,Unknown,00
144283658,126955116,NA,U,Unknown,Unknown,00
144286764,126958758,NA,U,Unknown,Unknown,00
144286791,126958789,30,M,Not Hispanic or Latino,Black or African American,AG
144286805,126955146,NA,U,Unknown,Unknown,00
144283717,126958812,NA,U,Unknown,Unknown,00
144286838,126958842,NA,U,Unknown,Unknown,00
144283763,126958848,NA,U,Unknown,Unknown,00
144283774,126958856,NA,M,Unknown,Unknown,00
144286855,126958865,NA,U,Unknown,Unknown,00
144283878,126958945,NA,U,Unknown,Unknown,00
144283887,126958952,NA,U,Unknown,Unknown,00
144284137,126959186,NA,U,Unknown,Unknown,00
144284181,126955429,20,M,Not Hispanic or Latino,Black or African American,AG
